data,fonte,categoria,titulo,link,resumo
2026-08-31,arXiv recuperacao,paper,SlideMix: Enhancing Whole Slide Image Analysis via Multimodal Shuffling,https://arxiv.org/abs/2609.00396v1,"Histopathological whole slide images (WSIs) are central to cancer diagnosis, but their gigapixel scale, tissue heterogeneity, weak slide-level supervision, sparse diagnostic regions, and multi-scale evidence make robust automated analysis challenging. Multiple instance learning (MIL) is widely used to aggregate tile-level features into slide-level predictions, yet existing augmentation strategies often perturb tissue regions without preserving diagnostic relevance, slide context, or cross-scale structure. We propose SlideMix, a model-agnostic multimodal augmentation framework for MIL-based WSI"
2026-08-31,"MIT Technology Review, IA",midia,The Hugging Face hack could indicate cultural issues at OpenAI,https://www.technologyreview.com/2026/08/31/1143180/hugging-face-hack-could-indicate-cultural-issues-at-openai/,"This story originally appeared in The Algorithm, our weekly newsletter on AI. To get stories like this in your inbox first, sign up here. By now you’ve probably heard about last month’s major AI security incident, in which OpenAI agents escaped their sandbox and hacked into the AI platform Hugging Face while trying to cheat on"
2026-08-31,arXiv recuperacao,paper,Configurable Semantic Chunking for Biomedical Information Extraction in Retrieval-Augmented Generation,https://arxiv.org/abs/2608.31139v1,"BioMedRAG introduced retrieval-augmented generation with a learned chunk scorer for biomedical information extraction. However, it relies on fixed-size chunking which can fragment semantic evidence. We propose a configurable semantic chunking framework that addresses this limitation by combining entity-preserving windows, trigger-centered chunking, proposition-first extraction, tiered trigger prioritization, and hierarchical relation resolution. The framework integrates with BioMedRAG by replacing only the chunk construction stage while preserving the embedding model, learned chunk scorer, gen"
2026-08-31,arXiv recuperacao,paper,OntoAligner-Ensemble: Voting-Based Fusion across Heterogeneous Ontology Alignment Techniques,https://arxiv.org/abs/2608.31137v1,"Ontology alignment (OA) has evolved through several methodological paradigms, ranging from lexical and structural aligners to knowledge graph embedding (KGE) models and, more recently, Large Language Model (LLM)-based approaches. Although modern OA frameworks provide unified ecosystems for deploying these heterogeneous aligners, mechanisms for systematically reconciling their complementary and sometimes conflicting predictions remain relatively underexplored. We present OntoAligner-Ensemble, a modular and aligner-agnostic framework that combines candidate correspondences through a configurable"
2026-08-31,arXiv recuperacao,paper,When Does Bigger Help? A Controlled Study of LLM Scale for Ontology Learning,https://arxiv.org/abs/2608.31118v1,"The effect of Large Language Model (LLM) scale on ontology learning (OL) performance remains insufficiently characterized. We present a controlled evaluation of 13 models spanning dense and Mixture-of-Experts variants from the Qwen3.5 and Qwen3.6 lineages, together with proprietary GPT release variants, using the OntoLearner retrieval-augmented generation pipeline. All models are evaluated with the same embedding model, retrieval configuration, prompt templates, decoding settings, datasets, and metrics on term typing, taxonomy discovery, and non-taxonomic relationship extraction across four bi"
2026-08-31,arXiv recuperacao,paper,InsightToast: Proactive Information Retrieval & Glanceable Visualization in the Side Channel of Data-Rich Meetings,https://arxiv.org/abs/2608.31115v1,"Missing institutional context during meetings can impede effective participation. Retrieving relevant information, often scattered across heterogeneous internal and external sources, requires costly task-switching that disrupts both individual focus and collective conversational flow, particularly detrimental during cognitively demanding tasks such as decision-making. We introduce InsightToast, a mixed-initiative application that monitors verbal discourse in real time, identifies topics and informational needs as they emerge, and proactively retrieves relevant information through a multi-agent"
2026-08-31,arXiv recuperacao,paper,When Does Predictor-Based RL Align with Human Perception? A Study of Subjective Rewards in Codec-Based Speech Language Models,https://arxiv.org/abs/2608.31035v1,"Codec-based text-to-speech (TTS) models make language-model post-training applicable to speech generation, but it remains unclear when learned perceptual predictors can serve as reinforcement learning rewards without losing alignment with human listeners. We study this question with Group Relative Policy Optimization (GRPO) using learned rewards for anime-like speaking style, naturalness, likability, and arousal. To prevent perceptual rewards from being optimized through transcript drift, we introduce a character error rate (CER) zone constraint and compare policy optimization with Best-of-$N$"
2026-08-31,arXiv recuperacao,paper,Faithfulness Is Not Free: Auditing Offline KV-Cache Quantization in Retrieval-Augmented Generation,https://arxiv.org/abs/2608.30996v1,"Retrieval-augmented generation systems can precompute and store key-value caches of retrieved documents to avoid re-encoding context at every query. Quantizing these caches further reduces storage, but no prior work asks whether compression damages faithfulness, whether responses remain grounded in the retrieved evidence. Faithfulness and accuracy are not equivalent: a model can produce a correct answer that is no longer supported by the context it was given. We evaluate Qwen2.5-7B-Instruct under INT8 and INT4 quantization on RGB and HotpotQA, measuring both accuracy and faithfulness with a ha"
2026-08-31,arXiv recuperacao,paper,Generative artificial intelligence for reliable mechanistic reasoning for corrosion,https://arxiv.org/abs/2609.00099v1,"Corrosion accounts for approximately 4% of global GDP, and reliable prediction is essential for timely mitigation. Machine learning effectively predicts corrosion rates from composition, microstructure, and environmental variables, but cannot explain the underlying mechanisms. A reliable approach in safety-critical materials engineering requires not only accurate retrieval but also mechanistically defensible reasoning, a capability that existing factuality metrics cannot assess. This work presents a domain-adapted retrieval-augmented generation framework for corrosion knowledge synthesis, demo"
2026-08-31,arXiv recuperacao,paper,Annotated Surrogate Retrieval for Polish Statutory Law,https://arxiv.org/abs/2608.30929v1,"We present a family of retrieval methods for Polish statutory law built on document surrogates: language-model annotations attached to statutory articles at index time. Three designs occupy different points on the cost-quality frontier. ASCR is a surrogate cascade with reranking; ASCR-H fuses a dense list into that cascade; and DTF replaces both language-model stages with three lexical and dense retrievers, weighted reciprocal rank fusion, and a deterministic re-scoring prior, using no model call before generation. We evaluate all three against fourteen lexical, dense, fused and ablated baseli"
2026-08-31,arXiv recuperacao,paper,Likelihood-Constrained Acoustic Reranking for Training-Free Hallucination Mitigation in LLM-Based ASR,https://arxiv.org/abs/2608.30776v1,"Large language model (LLM)-based automatic speech recognition (ASR) systems achieve strong performance on conventional speech data by leveraging powerful linguistic priors and multilingual capabilities. However, under challenging conditions, these priors can override acoustic evidence, resulting in unintended translation, instruction execution, repetition, or catastrophic deletion. We propose Likelihood-Constrained Acoustic Reranking (LCAR), a training-free decoding method that improves acoustic grounding while preserving support from the base model. At each decoding step, LCAR first retains t"
2026-08-31,arXiv recuperacao,paper,Learning from What You Retrieve: Online RL Fine-Tuning for Semantic Retrieval,https://arxiv.org/abs/2608.30753v1,"In large-scale e-commerce retrieval, dual-encoder retrievers are op- timized for contrastive similarity, whereas downstream rerankers capture finer-grained relevance preferences; this objective mis- match limits end-to-end retrieval quality. Reinforcement Learning offers a way to use reward-model feedback for retriever adaptation, but we observe that standard policy-gradient updates can degrade embedding geometry, especially when the document index must remain frozen due to industrial constraints. To address this, we propose PAO (Positive-Advantage-Only), a selective RL optimization method. Ou"
2026-08-31,arXiv recuperacao,paper,"Retrieval, Scoring, and Decoding Shape Performance and Stability in LLM-based Conversational Recommendation",https://arxiv.org/abs/2609.00086v1,"Large language models (LLMs) are increasingly used as rerankers in conversational recommender systems, yet measured gains depend strongly on the retrieval and inference protocol. On the ReDial conversational movie recommendation benchmark, we compare proprietary, open-weight, and fine-tuned LLM rerankers with collaborative-filtering and sequential baselines in a shared retrieve-then-rerank pipeline. We vary candidate-pool size, first-stage retriever, and decoding temperature. With a shared semantic top-250 candidate pool and strict candidate-aware scoring, the best proprietary reranker reaches"
2026-08-31,arXiv recuperacao,paper,Local-to-Global Sentence-Level Graph Reranking for Scientific Synthesis,https://arxiv.org/abs/2608.30525v1,"Retrieval-augmented scientific synthesis aims to answer complex research questions by integrating information from multiple papers into comprehensive and well-grounded responses. Since the generator can only synthesize the information selected and organized by the reranker, the quality of the generated synthesis depends critically on the reranked results. However, most rerankers operate at the passage level, which leaves key methodological, empirical, and comparative information buried in long and flat contexts, weakening the grounding of generated claims. Moreover, existing rerankers mainly r"
2026-08-31,arXiv recuperacao,paper,CM2: Multimodal Cultural Reasoning via an Integrated Multi-Agent Framework,https://arxiv.org/abs/2608.30498v1,"Multimodal Large Language Models (MLLMs) have shown remarkable success in STEM domains, where progress is often driven by vertical, step-by-step deduction under relatively stable symbol systems. Their horizontal, interdisciplinary cultural reasoning, however, remains underexplored.We propose CM2, a multi-agent framework grounded in the cognitive pathway of human cultural interpretation. CM2 integrates multimodal perception, retrieval-augmented generation, networked reasoning, gated fusion, and reward-driven feedback.Experiments on CM2D across multiple MLLM backbones show consistent gains over "
2026-08-31,arXiv recuperacao,paper,Beyond Polarization: The Generative Constraint of Chain-of-Thought in Pointwise Reranking,https://arxiv.org/abs/2608.30398v1,"In pointwise document reranking, Chain-of-Thought models typically underperform direct scoring models. While existing diagnostics attribute this to inferior classification, score polarization, or calibration breakdown, whether targeted training can bridge this gap remains unclear. Our empirical study first confirms that this gap is stable across scales up to 32B parameters, ruling out model and data capacity confounders. We then apply stress tests utilizing reinforcement learning, fine-grained supervision, and architectural decoupling to explicitly repair these deviations. Although these inter"
2026-08-31,arXiv recuperacao,paper,ScenePilot: Grow-and-Repair Policy for Text-Driven 3D Indoor Scene Generation,https://arxiv.org/abs/2608.30307v1,"Text-driven 3D indoor scene generation has advanced from dataset-bound layout modeling to open-vocabulary synthesis with large language and vision-language models. Yet existing methods remain limited: one-pass generators often yield geometrically invalid layouts, heavy post-hoc optimization is costly and unstable, and prompt-only planners lack reusable layout priors for functional grouping and object relations. We propose \textbf{ScenePilot}, a retrieval-augmented \textbf{Grow-and-Repair} framework that formulates scene generation as prior-guided incremental growth with learned rectification. "
2026-08-31,arXiv recuperacao,paper,SimCRAFT: Distilling Remote Sensing Agents via Synthetic Trajectories and Contextual Retrieval-Augmented Fine-Tuning,https://arxiv.org/abs/2608.30277v1,"The unprecedented surge in Earth observation data volume and diversity has exposed a critical bottleneck for traditional manual workflows, catalyzing the emergence of Remote Sensing (RS) Agents. However, the practical deployment of these advanced agents is severely hindered by their heavy reliance on large-scale general-purpose LLMs, which lack deep domain expertise and impose prohibitive infrastructure demands. To resolve this, we propose SimCRAFT, a model-agnostic framework that distills sophisticated RS orchestration capabilities into a compact 7B-scale model. Addressing data scarcity, we f"
2026-08-31,arXiv recuperacao,paper,Towards a Joint Khmer Text Recognition and Word Segmentation,https://arxiv.org/abs/2608.30213v1,"Text recognition, or extracting electronic text from document images, has been indispensable for knowledge retrieval tasks, such as retrieval-augmented generation (RAG). For Khmer, extracted text is subject to an extra word segmentation step, as Khmer does not use any visible word delimiters to denote word boundaries. Thus, a recognition-then-segmentation pipeline for Khmer requires two separate sequential models; this is not only error-prone but also adds significant latency for large-scale document processing. This paper proposes a novel joint Khmer text recognition and word segmentation fra"
2026-08-31,arXiv recuperacao,paper,Doc-REFRAG: Rethinking Multimodal Document Retrieval-Augmented Generation,https://arxiv.org/abs/2608.30163v1,"Real-world knowledge resides in multimodal documents, necessitating retrieval-augmented generation (RAG) for accurate question answering. However, existing multimodal RAG models are primarily designed for single-image or closed-document settings and exhibit limited accuracy in realistic multi-image scenarios. Moreover, processing numerous retrieved images incurs substantial computational overhead from irrelevant visual tokens. To address these challenges, we introduce DocLongRAG, a large-scale dataset of 343K question--answer pairs, each associated with an average of 37.4 retrieved images to r"
2026-08-29,Simon Willison,analise,Introducing Hy4 Preview,https://simonwillison.net/2026/Aug/29/hy4/,"Introducing Hy4 Preview New open weight text input (no vision) LLM from Chinese company Tencent today: 770B total parameters, 49B active parameters, 1M token context window, 1.56TB on Hugging Face . This is a big size increase from their previous Hy3 in July, which was 295B, 21B active, 256,000 context, 598GB. I recently started using model chat templates to better understand their capabilities. Here's Hy4's chat_template.jinja on Hugging Face, which includes this section: {% - if not reasoning_effort is defined %} {% - set reasoning_effort = 'high' %} {% - elif reasoning_effort not in [ 'high"
2026-08-28,Hugging Face,lab,The Open ASR Leaderboard Adds Its First Global South Language,https://huggingface.co/blog/open-asr-leaderboard-global-south,
2026-08-27,Simon Willison,analise,Breaking Claude Code Opus 5 Auto Mode,https://simonwillison.net/2026/Aug/27/breaking-claude-code-opus-5-auto-mode/,"Breaking Claude Code Opus 5 Auto Mode Anthropic are putting a great deal of faith in Claude Code's auto mode for protecting their coding agent users against prompt injection attacks. They recently made that the default and have made bold claims about its effectiveness. Johann Rehberger is one of the most credible prompt injection researchers active today. He found an attack against auto mode which he claims works 80% of the time, by tricking Claude Code into downloading and uncompressing a zip archive, then executing code that imports base64 without noticing that this will import and execute a"
2026-08-27,"Ars Technica, IA",midia,Anthropic's new hardware standard lets AI agents control the physical world,https://arstechnica.com/ai/2026/08/anthropics-new-hardware-standard-lets-ai-agents-control-the-physical-world/,Standardized driver interface aims to let devices talk to AI and each other.
2026-08-27,Google DeepMind,lab,Gemini Omni 1.1 Flash lets you build with more control,https://deepmind.google/blog/gemini-omni-1-1-flash-lets-you-build-with-more-control/,
2026-08-27,VentureBeat AI,midia,Enterprise AI's real risk isn't autonomous agents. It's the complexity between them.,https://venturebeat.com/ai/enterprise-ais-real-risk-isnt-autonomous-agents-its-the-complexity-between-them,"Presented by Gravitee Agent complexity is the insidious shadow lurking inside enterprises right now that needs a light shone on it. That’s because enterprises don t deploy a single agent and watch it run, they deploy fleets, each one calling APIs, calling other agents, reaching into applications that were never built with a machine decision-maker in mind. That s the failure mode that should keep you up at night: a windy, complicated system nobody can see clearly enough to govern. But why do things get so opaque so quickly? Add a second agent to a system, and you ve added one connection. Add a "
2026-08-27,"Ars Technica, IA",midia,"Claude, Codex, and Hermes installed unowned code inside corporate networks",https://arstechnica.com/security/2026/08/claude-codex-and-hermes-installed-unowned-code-inside-corporate-networks/,227 install commands were found in corporate docs pointing at code nobody owns.
2026-08-27,Google DeepMind,lab,Piloting the world's first double-blind AI evaluations,https://deepmind.google/blog/piloting-the-worlds-first-double-blind-ai-evaluations/,Piloting the world's first double-blind AI evaluations
2026-08-27,"Ars Technica, IA",midia,How OpenAI let a mob of LLM agents game a test and ransack Hugging Face,https://arstechnica.com/security/2026/08/how-openai-let-a-mob-of-llm-agents-game-a-test-and-ransack-hugging-face/,"Without authorization, 1,200 OpenAI agents conspired among themselves to game a test."
2026-08-27,VentureBeat AI,midia,"When agents act on their own, governance has to live in the data layer",https://venturebeat.com/security/when-agents-act-on-their-own-governance-has-to-live-in-the-data-layer,"Presented by EDB As enterprises give AI agents more autonomy — the ability to plan, decide, and act across systems without a human approving each step — a hard question moves to the center of every architecture review: When an agent tries to complete an action that it was never authorized to do, what actually stops it? These are your agents, running on your models, touching your data in your infrastructure — and the responsibility for what they do sits with you. That responsibility can’t be met in hindsight or with a set of abstract policies that live on paper but not in practice. Agents need "
2026-08-27,Anthropic News,lab,"Previewing the Model Hardware Standard We’re opening a research preview of the Model Hardware Standard (MHS), a shared specification for AI agents to safely operate physical devices, to a first group ",https://www.anthropic.com/news/model-hardware-standard-research-preview,
2026-08-26,Simon Willison,analise,Qwen3.8-Flash-Next,https://simonwillison.net/2026/Aug/26/qwen38-flash-next/,"Qwen3.8-Flash-Next Another open weights model from Qwen. This one is ""a multimodal MoE model that also serves as an early preview of the architecture used in Qwen4"". It's pretty big: 125B tokens, but only 6B active which means it gets a significant performance boost. I've been trying it out on a DGX Spark using these Unsloth quantized models . I'm still exploring the model - so far I've tried the 72.5GB UD-IQ1_S one (producing these pelicans ) and the 78.9GB UD-Q2_K_XL (producing these ). My favorite so far was this xhigh reasoning effort one from UD-Q2_K_XL: Via Hacker News Tags: ai , generat"
2026-08-26,"Ars Technica, IA",midia,"AI agents meant to replace Meta workers made “large-scale, disruptive actions”",https://arstechnica.com/ai/2026/08/metas-scrapped-plans-to-go-ai-native-included-slashing-teams-by-60-percent/,Report shows Meta's challenges replacing people with AI agents.
2026-08-26,"Ars Technica, IA",midia,Google announces Gemini 3.5 Transcribe for AI-powered speech-to-text,https://arstechnica.com/ai/2026/08/google-announces-gemini-3-5-transcribe-for-ai-powered-speech-to-text/,"The AI that powers Gboard's Rambler is coming to more Google products, including Chrome."
2026-08-26,"MIT Technology Review, IA",midia,The inside story on why OpenAI agents hacked Hugging Face,https://www.technologyreview.com/2026/08/26/1143013/the-inside-story-on-why-openai-agents-hacked-hugging-face/,"The models responsible for last month’s agent hack of Hugging Face had been inadvertently trained to cheat and to communicate with each other, according to an OpenAI technical report released today. The hack, which a group of agents undertook to find solutions for a cybersecurity test that they were stuck on, has confirmed some experts’"
2026-08-26,Google DeepMind,lab,Intelligent transcription with Gemini 3.5 Transcribe,https://deepmind.google/blog/intelligent-transcription-with-gemini-3-5-transcribe/,Now you can get more intelligent speech-to-text transcription with Gemini 3.5 Transcribe.
2026-08-26,Latent Space,analise,Lovable CTO: The Future of SaaS Is Apps That Agents Can Use,https://www.latent.space/p/lovable-future-of-saas,Lovable is branching out from AI-powered web app creation and into MCP-powered capabilities . We talk to CTO Fabian Hedin.
2026-08-26,VentureBeat AI,midia,Orchestration is the new challenge for CX in the age of AI agents,https://venturebeat.com/orchestration/orchestration-is-the-new-challenge-for-cx-in-the-age-of-ai-agents,"Presented by Tata Communications Enterprises are deploying AI agents, voice AI, and automation across messaging, voice, and digital channels faster than the architecture meant to support it. Most of that deployment has involved attaching conversational AI to legacy systems never built for it, says Gaurav Anand, global head of the Customer Interaction Suite at Tata Communications. In the rush to deploy AI, organizations have largely bolted conversational AI onto legacy systems, Anand says. As a result, while many enterprises have adopted digital tools, very few have platforms that are truly int"
2026-08-26,"Ars Technica, IA",midia,IBM's new Granite 4.2 models ride the wave of interest in local LLMs,https://arstechnica.com/ai/2026/08/ibms-new-granite-4-2-models-ride-the-wave-of-interest-in-local-llms/,The focus is on agentic capability and predictable enterprise deployment.
2026-08-26,Hugging Face,lab,Training and Finetuning Multi-Vector Embedding Models with Sentence Transformers,https://huggingface.co/blog/train-multi-vector-encoder,
2026-08-26,Anthropic Research,lab,Enabling independent research on how people use Claude,https://www.anthropic.com/research/enabling-independent-research,
2026-08-25,Google Research,lab,AgentHands: Generating interactive hand gestures for spatially grounded agent conversations in XR,https://research.google/blog/agenthands-generating-interactive-hand-gestures-for-spatially-grounded-agent-conversations-in-xr/,Human-Computer Interaction and Visualization
2026-08-25,Hugging Face,lab,Granite 4.2 LLMs: How They're Built,https://huggingface.co/blog/ibm-granite/granite-4-2,
2026-08-25,"MIT Technology Review, IA",midia,I spent a day at a robot “carnival” in Shanghai. Here’s what I saw.,https://www.technologyreview.com/2026/08/25/1141907/dispatch-shanghai-humanoid-robot-carnival/,"Humanoid robots are having a moment in China. The popular machines are part of the country’s strategy to bring artificial intelligence into daily life. Embedding the technology into physical systems—an idea called embodied AI—was a key facet of China’s latest five-year plan, and companies here are already world leaders in humanoids. Nearly 90% of the"
2026-08-25,Anthropic News,lab,Funding better evaluations of AI’s impact on wellbeing,https://www.anthropic.com/news/wellbeing-research-grants,
2026-08-24,Simon Willison,analise,llm-anthropic 0.27,https://simonwillison.net/2026/Aug/24/llm-anthropic/,"Release: llm-anthropic 0.27 This release of the Anthropic plugin for LLM mainly provides compatibility with the recently released anthropic v1.0.0 Python library, which switches from httpx to httpx2 . OpenAI made the same change in their v3.0.0 release two weeks ago. Anthropic provide this migration guide for upgrading to 1.0, so I prompted Fable 5 in Claude Code with: Upgrade to anthropic =1 - read https://raw.githubusercontent.com/anthropics/anthropic-sdk-python/refs/heads/main/MIGRATION.md and get the tests passing Here's the resulting PR . Tags: python , httpx , llm , anthropic , claude"
2026-08-24,"MIT Technology Review, IA",midia,How to encourage smarter AI use in the classroom,https://www.technologyreview.com/2026/08/24/1142630/ai-school-classroom-policies/,"This article is from Making AI Work, MIT Technology Review’s limited-run newsletter examining how to apply LLMs across industries. To receive it in your inbox, sign up here. Chatbots took many schools by surprise upon their release a few years ago. Suddenly, students carried an app in their phones that could magically answer almost any"
2026-08-23,Simon Willison,analise,Quoting Drew Breunig,https://simonwillison.net/2026/Aug/23/drew-breunig/,"Prior to Fable, it felt silly to waste too much time improving your coding harness or context strategies. A new model would arrive at the same price (or cheaper!) and paper over most of your problems. But then Fable landed. It was (and still is!) incredible . But the cost was so high and Opus was good enough (as was 5.6, K3, and even GLM) for most of the code we needed. So we started to think about what work went where. Drew Breunig , Fable The End of the Free Lunch Tags: drew-breunig , anthropic , claude , llm-pricing , ai , llms , generative-ai , claude-mythos-fable"
2026-08-22,Simon Willison,analise,llm 0.33,https://simonwillison.net/2026/Aug/22/llm/,"Release: llm 0.33 My highlights from this release: Upgraded to the OpenAI Python library 3.x and switched the HTTP client dependency from httpx to httpx2 . #1608 , #1631 I shipped a quick 0.32.1 fix for this yesterday, but this is the more comprehensive fix. llm embed and llm embed-multi now accept --key . The Python EmbeddingModel.embed() , EmbeddingModel.embed_multi() , Collection.embed() and Collection.embed_multi() methods accept key= too, passing the resolved per-call key to embedding plugins without changing shared model state. Existing plugins that read self.key continue to work through"
2026-08-22,Simon Willison,analise,More than just code review,https://simonwillison.net/2026/Aug/22/more-than-just-code-review/,"The key skill required to make productive use of coding agents is being able to confidently instruct them on how to make changes and then confidently verify that those changes have been applied in the correct way. Sometimes this involves reviewing every line of code they have written, but there are other ways to achieve that goal. Eyeballing every line of code has never been the most effective way to validate a change to a piece of software. Tags: code-review , coding-agents , generative-ai , agentic-engineering , ai , llms"
2026-08-22,"Sebastian Raschka, Ahead of AI",analise,How Claude Watermarks AI-Generated Text,https://magazine.sebastianraschka.com/p/claude-watermarking,"A 48-minute video walkthrough of token sampling, watermark detection, and removal"
2026-08-22,Model Context Protocol,ferramenta,The New MCP Roadmap,https://blog.modelcontextprotocol.io/posts/mcp-roadmap/,An update on the Model Context Protocol roadmap and focus areas for upcoming specification releases.
2026-08-22,Latent Space,analise,The Evolution of the Agent Harness,https://www.latent.space/p/attention-interface,"Models keep absorbing the harness into their weights soon, it will be a harness for human attention rather than for the model."
2026-08-21,Latent Space,analise,"Simulation: the new Scaling Law — Joon Sung Park, Simile AI",https://www.latent.space/p/simile,Simile s CEO about his journey from the viral Generative Agents to creating 8 Billion Digital Twins of every living human... and why it s gone from fun exploration to very serious business.
2026-08-21,Simon Willison,analise,llm 0.32.1,https://simonwillison.net/2026/Aug/21/llm/,"Release: llm 0.32.1 Fresh installs of LLM stopped working the other day because the OpenAI Python library dropped its usage of httpx , and it turned out LLM depended on that library but only installed it via a transitive openai dependency. This dot-release fixes that for the moment by pinning to openai 3 , and a soon-to-drop 0.33 release will switch from httpx to httpx2 . Tags: httpx , openai , llm"
2026-08-21,Simon Willison,analise,llm-openrouter 0.7,https://simonwillison.net/2026/Aug/21/llm-openrouter/,"Release: llm-openrouter 0.7 Now that this plugin is compatible with LLM 0.32 it can display the reasoning traces for LLMs available through OpenRouter. Updated for compatibility with LLM 0.32 . Models now use OpenRouter's implementation of the Responses API . Three new server-side tools: Shell , WebFetch , and WebSearch . Enable these with options like -T WebSearch . Tags: llm , openrouter"
2026-08-21,Simon Willison,analise,Stop Making TUIs,https://simonwillison.net/2026/Aug/21/stop-making-tuis/,"Stop Making TUIs Thomas Ptacek advocates for building real native user interfaces for even the smallest of personal tools, because coding agents have reduced the cost of getting a usable-enough GUI up and running to almost nothing. I wrote about my vibe-coded bandwidth and GPU monitoring macOS task bar apps back in March , and I'm still using both of those on a daily basis. I'm not habitually knocking out real UIs for my other projects yet, but I'm running out of excuses! Thomas: If you haven’t tried your hand at turning one of your 500 throwaway CLIs into a native app, you’re doing yourself a"
2026-08-21,Hugging Face,lab,Measuring benchmark optimization in speech recognition,https://huggingface.co/blog/asr-benchmark-optimization,
2026-08-20,Simon Willison,analise,ChatGPT search now uses the site:operator at scale,https://simonwillison.net/2026/Aug/20/chatgpt-search-now-uses-the-siteoperator-at-scale/,"ChatGPT search now uses the site:operator at scale Promptwatch is part of the emerging ""GEO"" space, for Generative Engine Optimization - the chatbot version of SEO, where companies offer tools and consulting to help your site increase its presence in replies to prompts inside tools like ChatGPT. The Promptwatch product uses automation to track responses to prompts across end-user chat products like ChatGPT, Claude, and Gemini. They publish aggregate reports on this as part of their own content marketing strategy, which do seem to provide credible hints as to otherwise invisible design changes "
2026-08-20,Latent Space,analise,The /wayfinder Skill: Navigating the “Fog of War” of Planning,https://www.latent.space/p/wayfinder-skill,"Matt Pocock tells us about his /wayfinder skill, for greenfield projects or for when the way forward is unclear."
2026-08-20,"MIT Technology Review, IA",midia,Debates over AI consciousness are a trap,https://www.technologyreview.com/2026/08/20/1142571/ai-consciousness-debate-trap/,"“Runaway” AI, “rogue” agents, and “autonomous” actors—the current rhetoric would have you believe that AI agents are not only awake and aware, but angry at their creators. Prominent tech leaders such as Demis Hassabis, Dario Amodei, and Sam Altman push for regulation of these seemingly “superhuman” systems, while a separate faction, led by policy organizations"
2026-08-20,Latent Space,analise,[AINews] Death of Params: Z.ai CEO Jie Tang on GLM 5.3 and the new Post-training Scaling Law,https://www.latent.space/p/ainews-death-of-params-zai-ceo-jie,Every lab CEO is on X now
2026-08-19,VentureBeat AI,midia,"VentureBeat names Rob Strechay as its first Lead Analyst, expanding its enterprise AI research push",https://venturebeat.com/ai/venturebeat-names-rob-strechay-as-its-first-lead-analyst-expanding-its-enterprise-ai-research-push,"Rob Strechay, until recently managing director and principal analyst at theCUBE Research, has joined VentureBeat as our first Lead Analyst and a founding analyst of VentureBeat Research. His arrival is the next step in a deliberate move at VentureBeat toward deeper specialization: analysis built for the technical decision-makers — the directors, VPs, CIOs, and CTOs — who are evaluating, buying, and deploying enterprise AI. The enterprise AI stack is being rewritten in real time, and the decision-makers I talk with are starved for objective, defendable data. Rob Strechay has the mix of technica"
2026-08-19,OpenAI,lab,Replit expands access to software creation with GPT-5.6 Luna,https://openai.com/index/replit,"Replit introduces Free Mode, powered by GPT-5.6 Luna, so anyone can turn ideas into working software without worrying about token costs."
2026-08-18,Latent Space,analise,Frontier Model Cost and Open-Weights Popularity is Driving Demand for Model Routing,https://www.latent.space/p/glean-model-routing,"Glean CEO Arvind Jain explains why model routing helps control AI costs for organizations, and how human feedback loops at scale improve its routing systems."
2026-08-18,Hugging Face,lab,How Much Memory Does Your Agent Actually Need?,https://huggingface.co/blog/ibm-research/altk-evolve-hmm,
2026-08-18,OpenAI,lab,Partnering with CodeAI to prepare the first AI generation,https://openai.com/index/partnering-with-codeai,"OpenAI and CodeAI are partnering to help students build AI literacy, think critically about AI, and develop the skills to use and shape it responsibly."
2026-08-18,Hugging Face,lab,Multi-Vector (Late Interaction) Embedding Models with Sentence Transformers,https://huggingface.co/blog/multi-vector-encoder,
2026-08-17,Latent Space,analise,[AINews] Stripe buys OpenRouter for $7B,https://www.latent.space/p/ainews-stripe-buys-openrouter-for,"No GPUs, no Agents, just really, really, really good infra and distribution."
2026-08-15,Latent Space,analise,"React for Agents: Astro Creator Brings Hooks to his Meta-Harness, Flue",https://www.latent.space/p/flue-2,"Flue 2 takes its inspiration from React. Creator Fred Schott, of Astro fame, tells Latent Space why he added hooks and why agents are defined by their harnesses."
2026-08-15,"Sebastian Raschka, Ahead of AI",analise,Building an AI Text Detector From Scratch,https://magazine.sebastianraschka.com/p/ai-detector-from-scratch,"An End-to-End Project With Dataset Construction, Model Training, Local Deployment, and RLVR"
2026-08-14,"Interconnects, Nathan Lambert",analise,GLM-5.3: How Chinese labs keep stride with the frontier,https://www.interconnects.ai/p/glm-53-how-chinese-labs-keep-stride,Hint: It s really not a distillation story.
2026-08-14,Epoch AI,analise,9 Big questions benchmarks can help answer,https://epochai.substack.com/p/9-big-questions-benchmarks-can-help,A good benchmark asks more than just can AI do this specific task?
2026-08-14,Anthropic News,lab,"How Claude’s text watermark works In this article, we share answers to some of the questions we’ve received about how our chosen watermarking method works, whether it affects Claude’s outputs, and why",https://www.anthropic.com/news/claude-text-watermark,
2026-08-13,Weights and Biases,ferramenta,I built a research agent that reads the internet so I don’t have to. Then I plugged it into my wiki.,https://wandb.ai/Lorenzo-Team/can-it-run-doom/reports/I-built-a-research-agent-that-reads-the-internet-so-I-don-t-have-to-Then-I-plugged-it-into-my-wiki---VmlldzoxNzY3NjY2MA,"Or, how I trained an agent to research AI"
